time,haccel_mean,vaccel_mean,haccel_var,vaccel_var,haccel_kurt,vaccel_kurt,haccel_skew,vaccel_skew
0,-0.0660640625,-0.014986718749999994,0.22362004122459947,0.2282818966582405,0.9700489152140381,-0.13234189055344725,0.035086235893614176,-0.018582748514848518
10,0.012989453125,-0.006674609374999999,0.1602430084858282,0.21518738958562303,0.22992112949353682,0.13096686763828735,-0.05932914878109673,0.03184181365603612
20,0.01415078125,0.0011566406249999984,0.21643480570474308,0.2286911911633878,1.9203743093451373,0.015285267141928571,-0.05565181923757406,-0.029511542285276325
30,0.005044140625000003,0.029333203125000002,0.186286606491641,0.24349799639614472,0.430477485259245,-0.00018353666655945844,0.06625159466984579,0.02544070129207168
40,-0.0005066406249999957,0.00019335937500000212,0.17901408280074613,0.22321328147210212,0.5169994295046845,0.12859987967982667,-0.2248651166468865,0.034475284865718034
50,0.021795703125000003,0.023091015625,0.19415125601904432,0.23247940046633814,0.14756204214855284,0.010706505172979774,-0.04484045390142689,0.015917027323715673
60,0.006326171875,0.0027800781250000026,0.22894259110843468,0.22910527830558203,0.666267362784148,-0.06335026137795596,-0.0633945372383482,0.001478803987460356
70,-0.010148828125,-0.0002437500000000004,0.19835085670046282,0.22711590148495506,0.23649692079218454,0.04803424368723297,-0.09276715957796827,-0.01119677658253209
80,0.002377734375,-0.007122656249999998,0.18399961380651011,0.20603105020943238,0.050666540797170256,-0.008276570616803092,-0.0042476489810485945,0.05761702949347157
90,-0.001911718749999998,-0.019512890625,0.19572359908106196,0.2120301022175105,0.33556719978081073,0.011886495730573099,0.1418347860374583,0.06076547145057849
100,-0.0016445312500000023,-0.0013453124999999989,0.19641215651560667,0.22138965718786632,0.30318045886192957,-0.0151757250871154,-0.07851807490656325,-0.0277197419306176
110,-0.012365624999999998,-0.014734765624999997,0.17460555364400157,0.21297723208513455,0.32644936484363507,0.12795484285846692,-0.16457521243879103,-0.032414076545290826
120,0.012224218749999998,-0.028802734375000007,0.1958274846809056,0.22713582703433352,0.24218293213708764,-0.01798922319657681,-0.007718028161140431,-0.014112554069553826
130,-0.004670312499999998,-0.05176679687500001,0.197182460235932,0.23525221484084968,0.0489114705504492,0.27141573234250727,-0.022101031969090294,-0.04898652413993627
140,-0.0024421874999999995,-0.0390125,0.20108840462827277,0.24235044142243062,0.17949991777993013,-0.055220549766842986,-0.0666841517777639,0.03285959973116892
150,0.0015031249999999982,-0.016108984374999996,0.19546259006447833,0.2328960033580928,0.4750829587145451,-0.061443537318119024,0.023265635309691585,-0.024423081449258727
160,0.024016796875,0.016361328124999998,0.18184757650556246,0.23111782757775864,0.17653171652351096,-0.015249785275990746,0.08583062722291915,0.026930799268013873
170,-0.009479687499999999,0.0027675781249999996,0.20729807305343886,0.25926938441148273,0.2599581064353136,0.18112587110319112,0.03203332258425972,0.02305821481287304
180,0.016093359375,-0.014047265625,0.18481276228491963,0.23235081409959335,0.4128386886420534,0.11183208588873139,-0.07682555207332699,0.019225904278355268
190,0.010826562499999998,0.009112499999999999,0.2153691820999414,0.22398389120750292,3.8716591169567276,0.02474437221006065,0.3859602848760885,-0.06755055859790841
200,-0.011072265625,0.0014191406250000005,0.1924520311179599,0.22183992155611937,0.17953138534416446,-0.1263826168177049,0.05059151827134739,-0.06380697932984541
210,0.002859765624999999,0.06511171874999999,0.16199390803277036,0.21869680345777157,-0.16936888515430137,0.2251013581097041,0.04744044161662045,-0.0018195542277679184
220,0.0003906249999999993,-0.024678125000000002,0.1685857309007425,0.22795565485541228,0.04737384068404671,0.09792725503174005,-0.05378270345172487,-0.006107867875701883
230,0.007603124999999997,0.004914062500000002,0.18392521796600234,0.22170148069314186,1.0109718555297662,-0.05104971202533193,-0.28872978211638384,-0.07590131728015181
240,0.0032832031249999997,-0.012543359374999997,0.1978880303547223,0.233583378345881,1.2812561312462463,0.054331894720442975,0.025093889211997157,-0.04697052888997976
250,0.0058167968749999995,0.0034273437499999977,0.17934963387172112,0.2250993569698857,0.2730989883320558,0.027090022487599175,-0.017295532071183135,-0.009640569858576857
260,0.03038515625,0.016021874999999998,0.20282451201091733,0.22868139147127786,1.1542978642031927,-0.005892334239956831,0.04542527140302512,0.01358817781347209
270,-0.020759765625000003,-0.00015078124999999727,0.1874250313621959,0.2258157474788736,2.0222585050530753,0.03056740178354156,-0.12314483757460873,-0.055933158193969594
280,-0.0017417968749999977,2.4609374999998503e-05,0.2505817617537063,0.2547536965414651,2.8032931402115513,0.19002011181118794,-0.20101218584176211,-0.026622938409878262
290,0.003949999999999997,-0.0038769531249999998,0.20488945744431417,0.24378001025409704,0.270478036213321,0.037022423171919616,-0.10038706131070352,0.08471754350977609
300,-0.023072265624999998,-3.710937499999956e-05,0.2136596379956465,0.26651006778999975,0.8495304902632022,0.018671342505387045,-0.017295704266357285,-0.012937962206835345
310,0.019534765625,-0.010770703125,0.19914484365215293,0.2585201580315492,1.411260455399638,0.06444061099875231,-0.1713813205099012,0.05313020574741635
320,-0.002230859374999998,-0.055034765625,0.1730377907628407,0.23672176549662347,0.4447056275744803,0.06964578038527858,-0.055281108301135175,0.01653794852245326
330,-0.008905859375,-0.038067578125,0.20004612986014433,0.2677515276705683,0.8988256248560913,0.0798008049080976,-0.04693093394632244,-0.04985647017825234
340,0.009060937500000001,-0.0017902343750000025,0.2089762041788785,0.24445851362089072,0.38060877298073015,-0.07971813746690071,0.1222311324783836,0.08201299741442955
350,-0.019085156250000002,-0.09839765624999999,0.20001028113948321,0.267722480338389,0.17071450201499605,0.018064498544842156,0.0536840235062065,0.05821268673265062
360,-0.011869140625000002,-0.03331835937500001,0.17738532909812796,0.26751352854126975,0.025642362279021835,0.08755364065153293,-0.025552624214062042,-0.031300687816310985
370,-0.0052738281249999994,-0.04158203125,0.20557063815806348,0.2671442902592565,1.470631022762531,0.10785206966232996,0.11110180558953577,-0.0156269940350541
380,0.029942187500000005,-0.025357421874999998,0.2031243225649668,0.2587576998667387,1.1095549328581265,-0.039668197444543196,-0.13854957044067293,0.025808188007066392
390,0.017022656249999997,-0.021416796874999998,0.17711444888078837,0.2600584541921588,0.24352125371096722,-0.12419375365939578,-0.01524795435177525,-0.0311981168051549
400,-0.0076703125,0.016418359375,0.1783556607048652,0.25906696558699077,0.04837504896198164,0.05610611909365426,-0.06499067524232997,0.058390952901076855
410,-0.018031250000000006,-0.013652343749999999,0.1830606227041813,0.25570966650486027,-0.06751065398497103,0.1463001846954075,0.06967133737811472,0.0022089638767664767
420,-0.009799999999999994,-0.056822656250000006,0.20446055084017195,0.2434579802602335,0.26448759153403234,0.009317797756547286,-0.03737600483833531,-0.059685972440616374
430,0.015235156250000003,-0.0013792968750000031,0.19652119594995604,0.2624644723340111,0.7783164628619543,0.07061378317677658,-0.011069035459772645,-0.04817715228707576
440,-0.045173828124999996,0.041210546875,0.18479702604395637,0.2504673925421002,0.48460369180874574,-0.12987848245850708,-0.06570340117845783,0.002712934119457247
450,0.007944140625,0.03411484375,0.20885366432673286,0.29659167027586464,0.5919751876684716,-0.18100743792782437,-0.07532162671093494,0.0037876554765030974
460,0.005302343749999999,0.057371874999999996,0.2100976381344031,0.26223291206525984,0.511382758101707,0.15758995752932758,-0.08685105544905276,0.07201249810218449
470,0.049875781249999994,0.04667890625,0.2313392553725821,0.27049916610431324,3.166049994055833,0.3425653631937222,0.0741499576019157,0.026088304490215874
480,-0.019345703124999995,0.029373828125,0.1921417440612483,0.2808100356570865,0.3481623790069084,0.04505877297160277,-0.0073280896523105045,0.001983066272638588
490,-0.023534375000000003,-0.0076062499999999976,0.2121671531750684,0.2693476737397421,0.30521892598779665,0.08218230496852907,-0.023815869939201754,0.018306184818113226
500,-0.035511328125,-0.02288046875,0.20046610538158827,0.27464699547613813,0.743172464092893,0.2637668450578259,-0.10558393672767995,0.06746776852525974
510,0.00791953125,0.029483984375,0.1935963694503468,0.2634105530845484,0.2719425518466303,-0.05384818498948185,0.020313295320882913,0.01952041230397898
520,0.02009453125,0.018486328124999996,0.19360204811388726,0.26866916980128347,0.7325540036111571,-0.07564107175879498,0.002182435918054797,-0.0170563915609071
