time,haccel_var,vaccel_var,haccel_trapz_int1,RUL
0,0.22362004122459947,0.2282818966582405,4.828973671188545e-05,24470
10,0.1602430084858282,0.21518738958562306,4.587146089614113e-05,24460
20,0.21643480570474308,0.2286911911633878,4.382047477878873e-05,24450
30,0.18628660649164103,0.2434979963961447,4.762588273130512e-05,24440
40,0.17901408280074613,0.22321328147210207,4.7226614724462046e-05,24430
50,0.19415125601904432,0.2324794004663381,4.6580930850422294e-05,24420
60,0.2289425911084347,0.22910527830558206,4.751514518571726e-05,24410
70,0.1983508567004628,0.22711590148495506,4.6116817524636987e-05,24400
80,0.1839996138065101,0.2060310502094324,4.9177701659881375e-05,24390
90,0.195723599081062,0.2120301022175105,4.661446477597296e-05,24380
100,0.19641215651560667,0.22138965718786632,4.80522171356501e-05,24370
110,0.17460555364400154,0.21297723208513453,4.6340018884766824e-05,24360
120,0.1958274846809056,0.2271358270343335,4.331038483229884e-05,24350
130,0.19718246023593203,0.2352522148408497,4.465580173116114e-05,24340
140,0.2010884046282728,0.24235044142243065,4.298350809810027e-05,24330
150,0.19546259006447836,0.2328960033580928,4.55586471137652e-05,24320
160,0.18184757650556246,0.23111782757775864,4.779874917937006e-05,24310
170,0.20729807305343886,0.25926938441148273,4.7321854052417325e-05,24300
180,0.18481276228491966,0.2323508140995933,4.4543570850627284e-05,24290
190,0.2153691820999414,0.22398389120750287,4.316644863788988e-05,24280
200,0.1924520311179599,0.22183992155611934,4.670150592925728e-05,24270
210,0.16199390803277036,0.2186968034577716,4.3322774492496194e-05,24260
220,0.1685857309007425,0.2279556548554123,4.929975107017271e-05,24250
230,0.18392521796600236,0.22170148069314186,4.643000784936737e-05,24240
240,0.1978880303547223,0.23358337834588103,4.428621308161366e-05,24230
250,0.17934963387172112,0.2250993569698857,4.9252627212854525e-05,24220
260,0.20282451201091733,0.22868139147127786,4.361660664784136e-05,24210
270,0.1874250313621959,0.2258157474788736,4.4560082579438825e-05,24200
280,0.2505817617537063,0.2547536965414651,4.579141813827182e-05,24190
290,0.20488945744431414,0.24378001025409704,4.54271263509545e-05,24180
300,0.2136596379956465,0.2665100677899997,4.642293079503421e-05,24170
310,0.19914484365215293,0.2585201580315492,4.9582767147089696e-05,24160
320,0.1730377907628407,0.2367217654966235,4.699598290573562e-05,24150
330,0.20004612986014436,0.2677515276705683,4.8836030999306486e-05,24140
340,0.2089762041788785,0.2444585136208907,4.7790622772500346e-05,24130
350,0.2000102811394832,0.26772248033838897,4.844932537512378e-05,24120
360,0.17738532909812796,0.2675135285412697,4.763950524214854e-05,24110
370,0.20557063815806348,0.2671442902592565,4.691040939680106e-05,24100
380,0.2031243225649668,0.2587576998667387,4.574390246002314e-05,24090
390,0.17711444888078834,0.2600584541921588,4.654765131533078e-05,24080
400,0.1783556607048652,0.2590669655869908,4.61235411081416e-05,24070
410,0.1830606227041813,0.2557096665048603,5.087939985388168e-05,24060
420,0.20446055084017195,0.2434579802602335,4.530440935490813e-05,24050
430,0.19652119594995604,0.2624644723340111,4.59512787805471e-05,24040
440,0.1847970260439564,0.2504673925421002,4.408536339173337e-05,24030
450,0.20885366432673289,0.29659167027586464,4.930752949564212e-05,24020
460,0.2100976381344031,0.26223291206525984,4.7072431114699406e-05,24010
470,0.2313392553725821,0.27049916610431324,4.203382782211284e-05,24000
480,0.1921417440612483,0.2808100356570865,4.675346794778932e-05,23990
490,0.2121671531750684,0.2693476737397421,4.358033922967244e-05,23980
500,0.20046610538158827,0.2746469954761381,4.730413385712088e-05,23970
510,0.1935963694503468,0.2634105530845484,4.587844345978586e-05,23960
520,0.1936020481138873,0.2686691698012835,4.542268863235896e-05,23950
530,0.1884141200053732,0.2763538534577716,4.482436323179901e-05,23940
540,0.20029534114339095,0.2867644184860724,4.7710572398745036e-05,23930
550,0.2119498213535561,0.2758965562168755,4.79002843985653e-05,23920
560,0.22309514672952688,0.288768930636357,4.62435746570187e-05,23910
570,0.17452726530001345,0.2801332321889349,4.6518335997006785e-05,23900
580,0.17630542954706427,0.2806737953790543,4.735983056176756e-05,23890
590,0.19974631762834605,0.27764074887651424,4.620094783031001e-05,23880
600,0.19589409444592004,0.27841862057795397,4.8556731241666056e-05,23870
610,0.2068519673076336,0.2665063778293217,4.385545454239764e-05,23860
620,0.1838453437322929,0.2767881489154393,4.813418354005245e-05,23850
630,0.1932483624790873,0.28276235785218834,4.77411476582088e-05,23840
640,0.20905300336068774,0.2783600024173261,5.013848509626496e-05,23830
650,0.20996738563510525,0.2930372475179513,4.933480703823824e-05,23820
660,0.23114027418852576,0.2742452893523777,4.437452259413445e-05,23810
670,0.19406179626425726,0.2866348241402892,4.782672055347092e-05,23800
680,0.18775468106911267,0.28455901902842906,4.7716728521344286e-05,23790
690,0.2150738028227579,0.29269815085100986,4.8608141720357535e-05,23780
700,0.2208387801813147,0.2832961678780774,4.399941188619744e-05,23770
710,0.18812355959298066,0.27332852878306346,4.363427476782161e-05,23760
720,0.21073484071765705,0.3026890961665629,4.3768007897128655e-05,23750
730,0.21764020769831968,0.2733155786120982,4.563293403581344e-05,23740
740,0.19368765626694387,0.2723383308689918,4.684059016475901e-05,23730
750,0.15830269722303636,0.26051661820474303,4.758684062797821e-05,23720
760,0.17444202569118794,0.2722209245968579,4.622154585825284e-05,23710
770,0.18518102164908168,0.27817324548102285,4.750571130802045e-05,23700
780,0.20835623595093306,0.2750385913868638,4.541326182682547e-05,23690
790,0.22633095115142024,0.2839624930195816,4.620756445006777e-05,23680
800,0.1831945499651964,0.2610461679365414,4.778847678130958e-05,23670
810,0.2357767934343249,0.27115893621531845,4.571783445082306e-05,23660
820,0.1903363449687378,0.27256586086117623,4.435178092487041e-05,23650
830,0.17240005158264948,0.2867278925262248,4.971358410428594e-05,23640
840,0.2126654694691225,0.29267789048212195,4.490150500865072e-05,23630
850,0.224511925526176,0.28912617659470863,4.693284357408883e-05,23620
860,0.1721477737635551,0.2599901573208223,4.5834955467356894e-05,23610
870,0.18241793758166644,0.2749190763956562,4.932534440657114e-05,23600
880,0.1660261442360297,0.27692871139101577,4.6103939328633426e-05,23590
890,0.22294918869126126,0.28779569116292986,4.520915794119726e-05,23580
900,0.18148554053936475,0.2744769591387016,4.880014357889852e-05,23570
910,0.20291720803643395,0.2801875097199833,4.5581054931845506e-05,23560
920,0.19721002278661096,0.3025775540347792,4.350919065064887e-05,23550
930,0.19258323117856094,0.283064565367331,4.660753826808485e-05,23540
940,0.23918217083760746,0.3044573399544195,4.6753846709852884e-05,23530
950,0.2356997184813404,0.29301751849950536,4.7320181381143856e-05,23520
960,0.1893021942822819,0.2697255263750489,4.538955050366384e-05,23510
970,0.21544626642243067,0.3004786658356536,3.989813701043522e-05,23500
980,0.187740290566994,0.2978591138431455,4.439704431015807e-05,23490
990,0.16369372720651987,0.2636526392731536,4.722719145396458e-05,23480
1000,0.20426394601147302,0.3020536690015631,4.541586408297702e-05,23470
1010,0.2235638523457344,0.2816104058592224,4.5798016001631204e-05,23460
1020,0.18288914317116065,0.2756089934653124,4.291597472809625e-05,23450
1030,0.2188156004689332,0.316263211880709,4.4927496425535965e-05,23440
1040,0.18072739272604046,0.263015677864736,4.917494885402848e-05,23430
1050,0.1891551596496129,0.2920363601773153,4.358622171842545e-05,23420
1060,0.16435265235382476,0.2679556405808849,4.359690956375323e-05,23410
1070,0.2203636824437036,0.30062448135013675,4.584303605333107e-05,23400
1080,0.19161211720505447,0.2927152040811841,4.842110847977492e-05,23390
1090,0.18237118751816508,0.2579217440697965,4.2909033463095344e-05,23380
1100,0.1985692004591637,0.2869392479531494,4.662349578887949e-05,23370
1110,0.18918062209298064,0.2766288477125769,4.4226802298870975e-05,23360
1120,0.18644154804061644,0.28797785657101777,4.834951331655027e-05,23350
