time,haccel_mean,vaccel_mean,haccel_var,vaccel_var,haccel_kurt,vaccel_kurt,haccel_skew,vaccel_skew
0,0.003144140625,0.0023914062499999994,0.19202839617511114,0.15337688620982318,0.4461174316325387,0.1050909707899832,0.15281470885920959,-0.00106176773408374
10,0.003970703124999998,0.002698437499999999,0.17790365799247143,0.16269730957161,0.2166206592200397,-0.1200299442317787,-0.15531592178481748,-0.10440653870028663
20,0.0032652343749999986,0.0017597656250000024,0.20455942981862424,0.17449056633679538,0.24194993280175936,-0.10776476196822227,0.26078443205775054,-0.0033631961467526297
30,0.003994140624999999,0.003403125,0.1938205607315785,0.17444891050214928,0.13433373681242822,-0.023981100484321782,-0.10140927918648011,0.056395402440080226
40,-0.0009378906249999999,0.0025703125000000023,0.20367396058015214,0.1823955878639117,0.030233911050868922,0.05094015927833384,0.021329305279509478,-0.026377473729516456
50,0.003649999999999999,-0.000972265625000001,0.19320833231731144,0.19882332592061716,0.37345491161994815,0.141002862823012,-0.09715016131672476,0.026395459341017787
60,-0.0009675781250000029,0.001460546874999999,0.20948309742437843,0.19359599922439796,0.04976316789125779,0.10326538715810374,0.0299996284855233,0.038384540526040734
70,0.003581249999999994,0.004716015625000002,0.22625626694021103,0.21329558676958163,0.07683360272657369,0.10593799183126684,0.09778391000217328,-0.10818474783619011
80,-0.0016015624999999993,-0.0018277343750000014,0.22694589276817115,0.21471120634265703,0.18224604930325983,0.01230159715640955,0.1555598603187901,0.04328073405830977
90,0.002428906249999993,0.004478906250000003,0.22271858501795133,0.2110373133493308,0.7514318765369907,0.013388421752937862,0.0026495149966375303,-0.0367405115056667
100,0.003391406249999995,0.0008351562499999979,0.22913414373229288,0.1982941002094324,0.5899549968292579,-0.01064438939155643,-0.1611072122728509,-0.02619356163166258
110,0.00015898437500000382,-0.008833203124999998,0.20964419472190676,0.2160778795536281,0.2143396001442679,0.11201608624901871,0.0607026539573644,-0.022448935682099734
120,-0.0016882812500000003,0.003780468749999999,0.22416735961251952,0.20766444338547774,0.3275496115838603,-0.1750725015275778,-0.10184431640376064,0.025934741699558485
